organ,path
1_esophagus,s003/1_esophagus/image-00016.png
1_esophagus,s004/1_esophagus/image-00001.png
1_esophagus,s005/1_esophagus/image-00021.png
1_esophagus,s005/1_esophagus/image-00022.png
1_esophagus,s005/1_esophagus/image-00023.png
1_esophagus,s005/1_esophagus/image-00024.png
1_esophagus,s005/1_esophagus/image-00026.png
1_esophagus,s005/1_esophagus/image-00027.png
1_esophagus,s005/1_esophagus/image-00028.png
1_esophagus,s005/1_esophagus/image-00029.png
1_esophagus,s005/1_esophagus/image-00030.png
1_esophagus,s005/1_esophagus/image-00032.png
1_esophagus,s005/1_esophagus/image-00033.png
1_esophagus,s005/1_esophagus/image-00035.png
1_esophagus,s005/1_esophagus/image-00037.png
1_esophagus,s006/1_esophagus/image-00001.png
1_esophagus,s007/1_esophagus/image-00031.png
1_esophagus,s007/1_esophagus/image-00033.png
1_esophagus,s007/1_esophagus/image-00034.png
1_esophagus,s007/1_esophagus/image-00036.png
1_esophagus,s007/1_esophagus/image-00037.png
1_esophagus,s007/1_esophagus/image-00038.png
1_esophagus,s007/1_esophagus/image-00041.png
1_esophagus,s008/1_esophagus/image-00107.png
1_esophagus,s008/1_esophagus/image-00108.png
1_esophagus,s008/1_esophagus/image-00109.png
1_esophagus,s008/1_esophagus/image-00111.png
1_esophagus,s008/1_esophagus/image-00113.png
1_esophagus,s008/1_esophagus/image-00115.png
1_esophagus,s008/1_esophagus/image-00116.png
1_esophagus,s008/1_esophagus/image-00117.png
1_esophagus,s008/1_esophagus/image-00118.png
1_esophagus,s008/1_esophagus/image-00119.png
1_esophagus,s009/1_esophagus/image-00770.png
1_esophagus,s009/1_esophagus/image-00772.png
1_esophagus,s009/1_esophagus/image-00773.png
1_esophagus,s009/1_esophagus/image-00774.png
1_esophagus,s009/1_esophagus/image-00775.png
1_esophagus,s009/1_esophagus/image-00776.png
1_esophagus,s009/1_esophagus/image-00778.png
1_esophagus,s009/1_esophagus/image-00780.png
1_esophagus,s009/1_esophagus/image-00781.png
1_esophagus,s009/1_esophagus/image-00783.png
1_esophagus,s009/1_esophagus/image-00784.png
1_esophagus,s009/1_esophagus/image-00785.png
1_esophagus,s009/1_esophagus/image-00787.png
1_esophagus,s009/1_esophagus/image-00788.png
1_esophagus,s011/1_esophagus/image-00015.png
1_esophagus,s011/1_esophagus/image-00016.png
1_esophagus,s011/1_esophagus/image-00018.png
1_esophagus,s011/1_esophagus/image-00019.png
1_esophagus,s011/1_esophagus/image-00021.png
1_esophagus,s011/1_esophagus/image-00022.png
1_esophagus,s012/1_esophagus/image-00008.png
1_esophagus,s012/1_esophagus/image-00009.png
1_esophagus,s012/1_esophagus/image-00010.png
1_esophagus,s012/1_esophagus/image-00011.png
1_esophagus,s012/1_esophagus/image-00012.png
1_esophagus,s012/1_esophagus/image-00015.png
1_esophagus,s012/1_esophagus/image-00016.png
1_esophagus,s013/1_esophagus/image-00020.png
1_esophagus,s013/1_esophagus/image-00023.png
1_esophagus,s013/1_esophagus/image-00024.png
1_esophagus,s013/1_esophagus/image-00028.png
1_esophagus,s013/1_esophagus/image-00029.png
1_esophagus,s013/1_esophagus/image-00030.png
1_esophagus,s013/1_esophagus/image-00031.png
1_esophagus,s013/1_esophagus/image-00034.png
1_esophagus,s013/1_esophagus/image-00035.png
1_esophagus,s013/1_esophagus/image-00036.png
1_esophagus,s013/1_esophagus/image-00038.png
1_esophagus,s013/1_esophagus/image-00039.png
1_esophagus,s013/1_esophagus/image-00040.png
1_esophagus,s013/1_esophagus/image-00041.png
1_esophagus,s013/1_esophagus/image-00042.png
1_esophagus,s013/1_esophagus/image-00043.png
1_esophagus,s013/1_esophagus/image-00046.png
1_esophagus,s013/1_esophagus/image-00047.png
1_esophagus,s013/1_esophagus/image-00048.png
1_esophagus,s014/1_esophagus/image-00018.png
1_esophagus,s014/1_esophagus/image-00019.png
1_esophagus,s014/1_esophagus/image-00020.png
1_esophagus,s014/1_esophagus/image-00021.png
1_esophagus,s014/1_esophagus/image-00022.png
1_esophagus,s014/1_esophagus/image-00023.png
1_esophagus,s014/1_esophagus/image-00024.png
1_esophagus,s014/1_esophagus/image-00025.png
1_esophagus,s015/1_esophagus/image-00024.png
1_esophagus,s015/1_esophagus/image-00025.png
1_esophagus,s015/1_esophagus/image-00026.png
1_esophagus,s015/1_esophagus/image-00027.png
1_esophagus,s015/1_esophagus/image-00028.png
1_esophagus,s015/1_esophagus/image-00029.png
1_esophagus,s015/1_esophagus/image-00030.png
1_esophagus,s015/1_esophagus/image-00031.png
1_esophagus,s015/1_esophagus/image-00032.png
1_esophagus,s015/1_esophagus/image-00033.png
1_esophagus,s015/1_esophagus/image-00034.png
1_esophagus,s017/1_esophagus/image-00020.png
1_esophagus,s017/1_esophagus/image-00021.png
1_esophagus,s017/1_esophagus/image-00022.png
1_esophagus,s017/1_esophagus/image-00023.png
1_esophagus,s017/1_esophagus/image-00024.png
1_esophagus,s017/1_esophagus/image-00026.png
1_esophagus,s019/1_esophagus/image-00020.png
1_esophagus,s019/1_esophagus/image-00021.png
1_esophagus,s019/1_esophagus/image-00022.png
1_esophagus,s019/1_esophagus/image-00023.png
1_esophagus,s019/1_esophagus/image-00024.png
1_esophagus,s019/1_esophagus/image-00025.png
1_esophagus,s019/1_esophagus/image-00027.png
1_esophagus,s019/1_esophagus/image-00028.png
1_esophagus,s019/1_esophagus/image-00029.png
1_esophagus,s019/1_esophagus/image-00030.png
1_esophagus,s019/1_esophagus/image-00031.png
1_esophagus,s019/1_esophagus/image-00032.png
1_esophagus,s019/1_esophagus/image-00033.png
1_esophagus,s019/1_esophagus/image-00034.png
1_esophagus,s019/1_esophagus/image-00035.png
1_esophagus,s019/1_esophagus/image-00039.png
1_esophagus,s019/1_esophagus/image-00040.png
1_esophagus,s019/1_esophagus/image-00042.png
1_esophagus,s021/1_esophagus/image-00026.png
1_esophagus,s021/1_esophagus/image-00027.png
1_esophagus,s021/1_esophagus/image-00030.png
1_esophagus,s021/1_esophagus/image-00034.png
1_esophagus,s021/1_esophagus/image-00035.png
1_esophagus,s021/1_esophagus/image-00036.png
1_esophagus,s021/1_esophagus/image-00038.png
1_esophagus,s021/1_esophagus/image-00039.png
1_esophagus,s021/1_esophagus/image-00040.png
1_esophagus,s022/1_esophagus/image-00068.png
1_esophagus,s022/1_esophagus/image-00069.png
1_esophagus,s022/1_esophagus/image-00070.png
1_esophagus,s022/1_esophagus/image-00071.png
1_esophagus,s022/1_esophagus/image-00072.png
1_esophagus,s022/1_esophagus/image-00073.png
1_esophagus,s022/1_esophagus/image-00074.png
1_esophagus,s022/1_esophagus/image-00076.png
1_esophagus,s022/1_esophagus/image-00077.png
1_esophagus,s022/1_esophagus/image-00079.png
1_esophagus,s022/1_esophagus/image-00080.png
1_esophagus,s022/1_esophagus/image-00081.png
1_esophagus,s022/1_esophagus/image-00082.png
1_esophagus,s022/1_esophagus/image-00083.png
1_esophagus,s022/1_esophagus/image-00084.png
1_esophagus,s022/1_esophagus/image-00085.png
1_esophagus,s022/1_esophagus/image-00086.png
1_esophagus,s022/1_esophagus/image-00087.png
1_esophagus,s022/1_esophagus/image-00088.png
