organ,path
1_esophagus,s423/1_esophagus/image-00020.png
2_stomach,s002/2_stomach/image-00019.png
2_stomach,s002/2_stomach/image-00020.png
2_stomach,s002/2_stomach/image-00038.png
2_stomach,s002/2_stomach/image-00088.png
2_stomach,s002/2_stomach/image-00095.png
2_stomach,s002/2_stomach/image-00103.png
2_stomach,s002/2_stomach/image-00245.png
2_stomach,s002/2_stomach/image-00366.png
2_stomach,s002/2_stomach/image-00454.png
2_stomach,s002/2_stomach/image-00599.png
2_stomach,s002/2_stomach/image-00690.png
2_stomach,s002/2_stomach/image-00712.png
2_stomach,s002/2_stomach/image-00787.png
2_stomach,s002/2_stomach/image-00799.png
2_stomach,s002/2_stomach/image-00829.png
2_stomach,s002/2_stomach/image-00935.png
2_stomach,s002/2_stomach/image-00964.png
2_stomach,s090/2_stomach/image-00061.png
2_stomach,s090/2_stomach/image-00104.png
2_stomach,s090/2_stomach/image-00128.png
2_stomach,s192/2_stomach/image-00058.png
2_stomach,s192/2_stomach/image-00094.png
2_stomach,s192/2_stomach/image-00155.png
2_stomach,s192/2_stomach/image-00163.png
2_stomach,s192/2_stomach/image-00205.png
2_stomach,s192/2_stomach/image-00208.png
2_stomach,s192/2_stomach/image-00224.png
2_stomach,s192/2_stomach/image-00262.png
2_stomach,s192/2_stomach/image-00397.png
2_stomach,s192/2_stomach/image-00534.png
2_stomach,s192/2_stomach/image-00749.png
2_stomach,s192/2_stomach/image-00972.png
2_stomach,s192/2_stomach/image-01019.png
2_stomach,s192/2_stomach/image-01053.png
2_stomach,s192/2_stomach/image-01215.png
2_stomach,s192/2_stomach/image-01254.png
2_stomach,s192/2_stomach/image-01284.png
2_stomach,s200/2_stomach/image-00045.png
2_stomach,s200/2_stomach/image-00053.png
2_stomach,s200/2_stomach/image-00062.png
2_stomach,s200/2_stomach/image-00228.png
2_stomach,s362/2_stomach/image-00011.png
2_stomach,s362/2_stomach/image-00067.png
2_stomach,s362/2_stomach/image-00233.png
2_stomach,s362/2_stomach/image-00351.png
2_stomach,s362/2_stomach/image-00421.png
2_stomach,s402/2_stomach/image-00011.png
2_stomach,s402/2_stomach/image-00021.png
2_stomach,s402/2_stomach/image-00035.png
2_stomach,s402/2_stomach/image-00039.png
2_stomach,s402/2_stomach/image-00096.png
2_stomach,s402/2_stomach/image-00123.png
2_stomach,s402/2_stomach/image-00358.png
2_stomach,s402/2_stomach/image-00367.png
2_stomach,s402/2_stomach/image-00455.png
2_stomach,s402/2_stomach/image-00600.png
2_stomach,s402/2_stomach/image-00642.png
2_stomach,s402/2_stomach/image-00713.png
2_stomach,s423/2_stomach/image-00039.png
2_stomach,s423/2_stomach/image-00058.png
2_stomach,s423/2_stomach/image-00115.png
2_stomach,s423/2_stomach/image-00123.png
2_stomach,s423/2_stomach/image-00265.png
2_stomach,s423/2_stomach/image-00377.png
2_stomach,s423/2_stomach/image-00474.png
2_stomach,s423/2_stomach/image-00619.png
3_small_bowel,s002/3_small_bowel/image-01029.png
3_small_bowel,s002/3_small_bowel/image-01043.png
3_small_bowel,s002/3_small_bowel/image-01101.png
3_small_bowel,s002/3_small_bowel/image-01111.png
3_small_bowel,s002/3_small_bowel/image-01140.png
3_small_bowel,s002/3_small_bowel/image-01498.png
3_small_bowel,s002/3_small_bowel/image-01510.png
3_small_bowel,s002/3_small_bowel/image-01543.png
3_small_bowel,s002/3_small_bowel/image-01560.png
3_small_bowel,s002/3_small_bowel/image-01669.png
3_small_bowel,s002/3_small_bowel/image-01710.png
3_small_bowel,s002/3_small_bowel/image-01724.png
3_small_bowel,s002/3_small_bowel/image-01729.png
3_small_bowel,s002/3_small_bowel/image-01919.png
3_small_bowel,s002/3_small_bowel/image-01939.png
3_small_bowel,s002/3_small_bowel/image-02159.png
3_small_bowel,s002/3_small_bowel/image-02198.png
3_small_bowel,s002/3_small_bowel/image-02481.png
3_small_bowel,s002/3_small_bowel/image-02921.png
3_small_bowel,s002/3_small_bowel/image-03023.png
3_small_bowel,s002/3_small_bowel/image-03028.png
3_small_bowel,s002/3_small_bowel/image-03164.png
3_small_bowel,s002/3_small_bowel/image-03190.png
3_small_bowel,s002/3_small_bowel/image-03817.png
3_small_bowel,s002/3_small_bowel/image-03887.png
3_small_bowel,s002/3_small_bowel/image-04779.png
3_small_bowel,s002/3_small_bowel/image-04798.png
3_small_bowel,s002/3_small_bowel/image-04855.png
3_small_bowel,s002/3_small_bowel/image-04922.png
3_small_bowel,s002/3_small_bowel/image-04948.png
3_small_bowel,s002/3_small_bowel/image-04969.png
3_small_bowel,s002/3_small_bowel/image-05103.png
3_small_bowel,s002/3_small_bowel/image-05201.png
3_small_bowel,s002/3_small_bowel/image-05325.png
3_small_bowel,s002/3_small_bowel/image-05540.png
3_small_bowel,s002/3_small_bowel/image-05725.png
3_small_bowel,s002/3_small_bowel/image-05751.png
3_small_bowel,s002/3_small_bowel/image-05909.png
3_small_bowel,s002/3_small_bowel/image-06026.png
3_small_bowel,s002/3_small_bowel/image-06262.png
3_small_bowel,s002/3_small_bowel/image-06293.png
3_small_bowel,s002/3_small_bowel/image-06351.png
3_small_bowel,s002/3_small_bowel/image-06367.png
3_small_bowel,s002/3_small_bowel/image-06433.png
3_small_bowel,s002/3_small_bowel/image-06448.png
3_small_bowel,s002/3_small_bowel/image-06483.png
3_small_bowel,s002/3_small_bowel/image-06512.png
3_small_bowel,s002/3_small_bowel/image-06659.png
3_small_bowel,s002/3_small_bowel/image-06798.png
3_small_bowel,s002/3_small_bowel/image-06826.png
3_small_bowel,s002/3_small_bowel/image-07261.png
3_small_bowel,s002/3_small_bowel/image-07356.png
3_small_bowel,s002/3_small_bowel/image-07443.png
3_small_bowel,s002/3_small_bowel/image-07592.png
3_small_bowel,s002/3_small_bowel/image-07735.png
3_small_bowel,s002/3_small_bowel/image-07907.png
3_small_bowel,s090/3_small_bowel/image-00223.png
3_small_bowel,s090/3_small_bowel/image-00251.png
3_small_bowel,s090/3_small_bowel/image-00368.png
3_small_bowel,s090/3_small_bowel/image-00388.png
3_small_bowel,s090/3_small_bowel/image-00445.png
3_small_bowel,s090/3_small_bowel/image-00573.png
3_small_bowel,s090/3_small_bowel/image-00633.png
3_small_bowel,s090/3_small_bowel/image-00871.png
3_small_bowel,s090/3_small_bowel/image-01016.png
3_small_bowel,s090/3_small_bowel/image-01162.png
3_small_bowel,s090/3_small_bowel/image-01285.png
3_small_bowel,s090/3_small_bowel/image-01363.png
3_small_bowel,s090/3_small_bowel/image-01504.png
3_small_bowel,s090/3_small_bowel/image-01586.png
3_small_bowel,s090/3_small_bowel/image-01614.png
3_small_bowel,s090/3_small_bowel/image-01624.png
3_small_bowel,s090/3_small_bowel/image-01741.png
3_small_bowel,s090/3_small_bowel/image-01945.png
3_small_bowel,s090/3_small_bowel/image-02003.png
3_small_bowel,s090/3_small_bowel/image-02043.png
3_small_bowel,s090/3_small_bowel/image-02442.png
3_small_bowel,s090/3_small_bowel/image-02484.png
3_small_bowel,s090/3_small_bowel/image-02816.png
3_small_bowel,s090/3_small_bowel/image-02866.png
3_small_bowel,s090/3_small_bowel/image-02913.png
3_small_bowel,s090/3_small_bowel/image-03128.png
3_small_bowel,s090/3_small_bowel/image-03170.png
3_small_bowel,s090/3_small_bowel/image-03406.png
3_small_bowel,s090/3_small_bowel/image-03653.png
3_small_bowel,s090/3_small_bowel/image-04008.png
3_small_bowel,s090/3_small_bowel/image-04222.png
3_small_bowel,s090/3_small_bowel/image-04494.png
3_small_bowel,s090/3_small_bowel/image-04545.png
3_small_bowel,s090/3_small_bowel/image-04580.png
3_small_bowel,s090/3_small_bowel/image-04635.png
3_small_bowel,s090/3_small_bowel/image-04663.png
3_small_bowel,s090/3_small_bowel/image-04973.png
3_small_bowel,s090/3_small_bowel/image-05048.png
3_small_bowel,s090/3_small_bowel/image-05083.png
3_small_bowel,s090/3_small_bowel/image-05132.png
3_small_bowel,s090/3_small_bowel/image-05593.png
3_small_bowel,s090/3_small_bowel/image-05727.png
3_small_bowel,s090/3_small_bowel/image-05799.png
3_small_bowel,s090/3_small_bowel/image-05856.png
3_small_bowel,s090/3_small_bowel/image-05939.png
3_small_bowel,s090/3_small_bowel/image-05949.png
3_small_bowel,s090/3_small_bowel/image-06456.png
3_small_bowel,s090/3_small_bowel/image-06948.png
3_small_bowel,s090/3_small_bowel/image-06950.png
3_small_bowel,s090/3_small_bowel/image-07273.png
3_small_bowel,s090/3_small_bowel/image-07303.png
3_small_bowel,s090/3_small_bowel/image-07331.png
3_small_bowel,s090/3_small_bowel/image-07349.png
3_small_bowel,s090/3_small_bowel/image-07557.png
3_small_bowel,s090/3_small_bowel/image-07569.png
3_small_bowel,s090/3_small_bowel/image-07723.png
3_small_bowel,s090/3_small_bowel/image-07739.png
3_small_bowel,s090/3_small_bowel/image-07762.png
3_small_bowel,s090/3_small_bowel/image-07798.png
3_small_bowel,s090/3_small_bowel/image-07875.png
3_small_bowel,s090/3_small_bowel/image-08010.png
3_small_bowel,s090/3_small_bowel/image-08062.png
3_small_bowel,s090/3_small_bowel/image-08103.png
3_small_bowel,s090/3_small_bowel/image-08253.png
3_small_bowel,s090/3_small_bowel/image-08264.png
3_small_bowel,s090/3_small_bowel/image-08453.png
3_small_bowel,s090/3_small_bowel/image-08635.png
3_small_bowel,s090/3_small_bowel/image-08807.png
3_small_bowel,s090/3_small_bowel/image-08815.png
3_small_bowel,s090/3_small_bowel/image-08994.png
3_small_bowel,s090/3_small_bowel/image-09245.png
3_small_bowel,s090/3_small_bowel/image-09260.png
3_small_bowel,s090/3_small_bowel/image-09354.png
3_small_bowel,s090/3_small_bowel/image-09668.png
3_small_bowel,s090/3_small_bowel/image-09678.png
3_small_bowel,s090/3_small_bowel/image-09755.png
3_small_bowel,s090/3_small_bowel/image-09876.png
3_small_bowel,s090/3_small_bowel/image-09983.png
3_small_bowel,s090/3_small_bowel/image-10218.png
3_small_bowel,s192/3_small_bowel/image-01358.png
3_small_bowel,s192/3_small_bowel/image-01426.png
3_small_bowel,s192/3_small_bowel/image-01583.png
3_small_bowel,s192/3_small_bowel/image-01813.png
3_small_bowel,s192/3_small_bowel/image-01825.png
3_small_bowel,s192/3_small_bowel/image-01858.png
3_small_bowel,s192/3_small_bowel/image-01875.png
3_small_bowel,s192/3_small_bowel/image-01984.png
3_small_bowel,s192/3_small_bowel/image-02025.png
3_small_bowel,s192/3_small_bowel/image-02039.png
3_small_bowel,s192/3_small_bowel/image-02044.png
3_small_bowel,s192/3_small_bowel/image-02103.png
3_small_bowel,s192/3_small_bowel/image-02234.png
3_small_bowel,s192/3_small_bowel/image-02474.png
