organ,path
1_esophagus,s408/1_esophagus/image-00023.png
1_esophagus,s408/1_esophagus/image-00024.png
1_esophagus,s408/1_esophagus/image-00025.png
1_esophagus,s408/1_esophagus/image-00026.png
1_esophagus,s408/1_esophagus/image-00027.png
1_esophagus,s408/1_esophagus/image-00029.png
1_esophagus,s408/1_esophagus/image-00030.png
1_esophagus,s408/1_esophagus/image-00031.png
1_esophagus,s408/1_esophagus/image-00033.png
1_esophagus,s408/1_esophagus/image-00034.png
1_esophagus,s408/1_esophagus/image-00035.png
1_esophagus,s408/1_esophagus/image-00036.png
1_esophagus,s408/1_esophagus/image-00037.png
1_esophagus,s408/1_esophagus/image-00038.png
1_esophagus,s408/1_esophagus/image-00039.png
1_esophagus,s408/1_esophagus/image-00040.png
1_esophagus,s408/1_esophagus/image-00043.png
1_esophagus,s408/1_esophagus/image-00044.png
1_esophagus,s408/1_esophagus/image-00045.png
1_esophagus,s408/1_esophagus/image-00046.png
1_esophagus,s409/1_esophagus/image-00023.png
1_esophagus,s409/1_esophagus/image-00024.png
1_esophagus,s409/1_esophagus/image-00026.png
1_esophagus,s409/1_esophagus/image-00027.png
1_esophagus,s409/1_esophagus/image-00028.png
1_esophagus,s409/1_esophagus/image-00029.png
1_esophagus,s409/1_esophagus/image-00030.png
1_esophagus,s409/1_esophagus/image-00031.png
1_esophagus,s409/1_esophagus/image-00032.png
1_esophagus,s409/1_esophagus/image-00033.png
1_esophagus,s409/1_esophagus/image-00034.png
1_esophagus,s409/1_esophagus/image-00035.png
1_esophagus,s409/1_esophagus/image-00036.png
1_esophagus,s409/1_esophagus/image-00037.png
1_esophagus,s409/1_esophagus/image-00038.png
1_esophagus,s409/1_esophagus/image-00039.png
1_esophagus,s410/1_esophagus/image-00016.png
1_esophagus,s410/1_esophagus/image-00017.png
1_esophagus,s410/1_esophagus/image-00018.png
1_esophagus,s410/1_esophagus/image-00019.png
1_esophagus,s410/1_esophagus/image-00020.png
1_esophagus,s410/1_esophagus/image-00021.png
1_esophagus,s412/1_esophagus/image-00037.png
1_esophagus,s412/1_esophagus/image-00039.png
1_esophagus,s412/1_esophagus/image-00042.png
1_esophagus,s412/1_esophagus/image-00043.png
1_esophagus,s412/1_esophagus/image-00044.png
1_esophagus,s412/1_esophagus/image-00046.png
1_esophagus,s412/1_esophagus/image-00047.png
1_esophagus,s412/1_esophagus/image-00050.png
1_esophagus,s412/1_esophagus/image-00053.png
1_esophagus,s412/1_esophagus/image-00054.png
1_esophagus,s412/1_esophagus/image-00056.png
